0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,match_id,home_team,away_team,home_score,away_score,home_formation,away_formation
Robert Sánchez,Adam Webster,Lewis Dunk,Benjamin White,Pascal Groß,Dan Burn,Joël Veltman,Yves Bissouma,Leandro Trossard,Neal Maupay,Danny Welbeck,Jason Steele,Alexis Mac Allister,Davy Pröpper,Jakub Moder,Steven Alzate,Andi Zeqiri,Alireza Jahanbakhsh,José Izquierdo,Aaron Connolly,Illan Meslier,Ezgjan Alioski,Diego Llorente,Luke Ayling,Pascal Struijk,Robin Koch,Jack Harrison,Tyler Roberts,Mateusz Klich,Stuart Dallas,Patrick Bamford,Kiko Casilla,Cody Drameh,Gaetano Berardi,Jack Jenkins,Pablo Hernández,Jamie Shackleton,Ian Poveda-Ocampo,Niall Huggins,Rodrigo,59226,Brighton and Hove Albion,Leeds United,2,0,3-4-1-2,4-1-4-1
Nick Pope,Charlie Taylor,James Tarkowski,Matthew Lowton,Ben Mee,Dwight McNeil,Josh Brownhill,Jack Cork,Ashley Westwood,Matej Vydra,Chris Wood,Bailey Peacock-Farrell,Will Norris,Phil Bardsley,Erik Pieters,Jimmy Dunne,Jóhann Gudmundsson,Dale Stephens,Ashley Barnes,Jay Rodriguez,Lukasz Fabianski,Issa Diop,Craig Dawson,Vladimir Coufal,Aaron Cresswell,Saïd Benrahma,Jesse Lingard,Pablo Fornals,Tomas Soucek,Manuel Lanzini,Michail Antonio,Nathan Trott,Darren Randolph,Frederik Alves,Ben Johnson,Fabián Balbuena,Ryan Fredericks,Conor Coventry,Ademipo Odubeko,Jarrod Bowen,59227,Burnley,West Ham United,1,2,4-4-2,4-2-3-1
Édouard Mendy,Kurt Zouma,Andreas Christensen,Thiago Silva,Ben Chilwell,Reece James,Hakim Ziyech,Mason Mount,Billy Gilmour,Kai Havertz,Timo Werner,Kepa Arrizabalaga,César Azpilicueta,Marcos Alonso,N'Golo Kanté,Jorginho,Christian Pulisic,Faustino Anjorin,Tammy Abraham,Callum Hudson-Odoi,Alphonse Areola,Antonee Robinson,Ola Aina,Joachim Andersen,Tosin Adarabioyo,Mario Lemina,André-Frank Zambo Anguissa,Ivan Cavaleiro,Ademola Lookman,Bobby De Cordova-Reid,Josh Maja,Marek Rodák,Kenny Tete,Tim Ream,Denis Odoi,Joe Bryan,Michael Hector,Josh Onomah,Fabio Carvalho,Aleksandar Mitrovic,59228,Chelsea,Fulham,2,0,3-5-2,4-2-3-1
Vicente Guaita,Tyrick Mitchell,Scott Dann,Joel Ward,Cheikhou Kouyaté,Luka Milivojevic,Jairo Riedewald,Eberechi Eze,Wilfried Zaha,Andros Townsend,Christian Benteke,Jack Butland,Patrick van Aanholt,Gary Cahill,Martin Kelly,James McCarthy,Jeffrey Schlupp,Jean-Philippe Mateta,Jordan Ayew,Michy Batshuayi,Ederson,Benjamin Mendy,João Cancelo,Nathan Aké,Aymeric Laporte,Rodri,Fernandinho,Raheem Sterling,Ferran Torres,Gabriel Jesus,Sergio Agüero,Zack Steffen,Rúben Dias,Kyle Walker,Oleksandr Zinchenko,Phil Foden,Bernardo Silva,Ilkay Gündogan,Kevin De Bruyne,Riyad Mahrez,59229,Crystal Palace,Manchester City,0,2,4-3-3,4-4-1-1
Jordan Pickford,Séamus Coleman,Mason Holgate,Lucas Digne,Ben Godfrey,Richarlison,André Gomes,Allan,Gylfi Sigurdsson,Alex Iwobi,Dominic Calvert-Lewin,Robin Olsen,João Virgínia,Yerry Mina,Niels Nkounkou,Michael Keane,Tom Davies,Fabian Delph,Bernard,Joshua King,Emiliano Martínez,Matt Targett,Matthew Cash,Tyrone Mings,Ezri Konsa,Douglas Luiz,Anwar El Ghazi,John McGinn,Bertrand Traoré,Ross Barkley,Ollie Watkins,Tom Heaton,Ahmed El Mohamady,Neil Taylor,Kortney Hause,Jaden Philogene-Bidace,Jacob Ramsey,Marvelous Nakamba,Wesley,Keinan Davis,59230,Everton,Aston Villa,1,2,4-2-3-1,4-2-3-1
Dean Henderson,Eric Bailly,Aaron Wan-Bissaka,Luke Shaw,Victor Lindelöf,Fred,Marcus Rashford,Scott McTominay,Paul Pogba,Bruno Fernandes,Edinson Cavani,David de Gea,Brandon Williams,Alex Telles,Axel Tuanzebe,Juan Mata,Donny van de Beek,Nemanja Matic,Mason Greenwood,Amad Diallo,Alisson,Rhys Williams,Trent Alexander-Arnold,Nathaniel Phillips,Andrew Robertson,Georginio Wijnaldum,Thiago,Fabinho,Roberto Firmino,Diogo Jota,Mohamed Salah,Adrián,Caoimhin Kelleher,Konstantinos Tsimikas,Neco Williams,Xherdan Shaqiri,Curtis Jones,Ben Woodburn,Sadio Mané,Divock Origi,59231,Manchester United,Liverpool,2,4,4-2-3-1,4-3-3
Martin Dúbravka,Paul Dummett,Ciaran Clark,Federico Fernández,Matt Ritchie,Jacob Murphy,Sean Longstaff,Jonjo Shelvey,Miguel Almirón,Allan Saint-Maximin,Callum Wilson,Mark Gillespie,Fabian Schär,Emil Krafth,Jamal Lewis,Elliot Anderson,Matthew Longstaff,Jeff Hendrick,Joelinton,Dwight Gayle,Mat Ryan,Granit Xhaka,David Luiz,Gabriel Magalhães,Héctor Bellerín,Dani Ceballos,Mohamed Elneny,Martin Ødegaard,Willian,Gabriel Martinelli,Pierre-Emerick Aubameyang,Bernd Leno,Calum Chambers,Cédric Soares,Pablo Marí,Bukayo Saka,Thomas Partey,Emile Smith Rowe,Nicolas Pépé,Eddie Nketiah,59232,Newcastle United,Arsenal,0,2,5-3-2,4-2-3-1
Alex McCarthy,Jannik Vestergaard,Jack Stephens,Kyle Walker-Peters,Jan Bednarek,Stuart Armstrong,James Ward-Prowse,Nathan Tella,Takumi Minamino,Che Adams,Nathan Redmond,Fraser Forster,Kayne Ramsay,Mohammed Salisu,Ibrahima Diallo,Moussa Djenepo,Alexandre Jankewitz,Will Ferry,Theo Walcott,Daniel N'Lundulu,Kasper Schmeichel,Wesley Fofana,Jonny Evans,Çaglar Söyüncü,Luke Thomas,Youri Tielemans,Wilfred Ndidi,Timothy Castagne,Kelechi Iheanacho,James Maddison,Jamie Vardy,Danny Ward,Ricardo Pereira,Daniel Amartey,Hamza Choudhury,Nampalys Mendy,Dennis Praet,Cengiz Ünder,Marc Albrighton,Ayoze Pérez,59233,Southampton,Leicester City,1,1,4-4-2,3-4-1-2
Hugo Lloris,Eric Dier,Sergio Reguilón,Toby Alderweireld,Serge Aurier,Son Heung-Min,Gareth Bale,Giovani Lo Celso,Dele Alli,Pierre-Emile Højbjerg,Harry Kane,Joe Hart,Davinson Sánchez,Matt Doherty,Harry Winks,Tanguy Ndombele,Moussa Sissoko,Erik Lamela,Steven Bergwijn,Lucas Moura,Aaron Ramsdale,Chris Basham,John Egan,George Baldock,John Fleck,Enda Stevens,Jayden Bogle,Oliver Norwood,Ben Osborn,Rhian Brewster,David McGoldrick,Wes Foderingham,Jack Robinson,Max Lowe,Phil Jagielka,Kyron Gordon,Oliver Burke,Sander Berge,John Lundstram,Lys Mousset,59234,Tottenham Hotspur,Sheffield United,4,0,4-2-3-1,3-4-1-2
Sam Johnstone,Semi Ajayi,Dara O'Shea,Kyle Bartley,Okay Yokuslu,Conor Townsend,Conor Gallagher,Ainsley Maitland-Niles,Darnell Furlong,Matheus Pereira,Mbaye Diagne,David Button,Lee Peltier,Jake Livermore,Matt Phillips,Grady Diangana,Romaine Sawyers,Callum Robinson,Karlan Grant,Hal Robson-Kanu,Rui Patrício,Conor Coady,Nélson Semedo,Romain Saïss,Rayan Aït-Nouri,Vitinha,Owen Otasowie,Rúben Neves,Adama Traoré,Leander Dendoncker,Fábio Silva,John Ruddy,Ki-Jana Hoever,Maximilian Kilman,Christian Marques,Luke Cundle,Daniel Podence,Morgan Gibbs-White,Theo Corbeanu,Willian José,59235,West Bromwich Albion,Wolverhampton Wanderers,1,1,3-5-1-1,4-2-3-1
Bernd Leno,Gabriel Magalhães,Calum Chambers,Bukayo Saka,Rob Holding,Emile Smith Rowe,Mohamed Elneny,Willian,Dani Ceballos,Nicolas Pépé,Gabriel Martinelli,Rúnar Alex Rúnarsson,Héctor Bellerín,Cédric Soares,Kieran Tierney,Martin Ødegaard,Thomas Partey,Pierre-Emerick Aubameyang,Alexandre Lacazette,Eddie Nketiah,Sam Johnstone,Semi Ajayi,Conor Townsend,Kyle Bartley,Darnell Furlong,Matt Phillips,Callum Robinson,Matheus Pereira,Okay Yokuslu,Conor Gallagher,Mbaye Diagne,David Button,Dara O'Shea,Lee Peltier,Caleb Taylor,Jake Livermore,Grady Diangana,Hal Robson-Kanu,Karlan Grant,Taylor Gardner-Hickman,59236,Arsenal,West Bromwich Albion,3,1,4-2-3-1,4-4-1-1
Emiliano Martínez,Matt Targett,Matthew Cash,Tyrone Mings,Ezri Konsa,Douglas Luiz,Anwar El Ghazi,John McGinn,Bertrand Traoré,Ross Barkley,Ollie Watkins,Tom Heaton,Ahmed El Mohamady,Kortney Hause,Jaden Philogene-Bidace,Jacob Ramsey,Carney Chukwuemeka,Marvelous Nakamba,Wesley,Keinan Davis,Dean Henderson,Luke Shaw,Victor Lindelöf,Aaron Wan-Bissaka,Harry Maguire,Fred,Mason Greenwood,Paul Pogba,Scott McTominay,Bruno Fernandes,Marcus Rashford,David de Gea,Axel Tuanzebe,Eric Bailly,Brandon Williams,Alex Telles,Nemanja Matic,Donny van de Beek,Juan Mata,Edinson Cavani,59237,Aston Villa,Manchester United,1,3,4-2-3-1,4-2-3-1
Alphonse Areola,Tosin Adarabioyo,Joachim Andersen,Antonee Robinson,Kenny Tete,Ivan Cavaleiro,André-Frank Zambo Anguissa,Mario Lemina,Bobby De Cordova-Reid,Ademola Lookman,Aleksandar Mitrovic,Marek Rodák,Michael Hector,Tim Ream,Joe Bryan,Ola Aina,Josh Onomah,Fabio Carvalho,Ruben Loftus-Cheek,Josh Maja,Nick Pope,Ben Mee,Charlie Taylor,Matthew Lowton,James Tarkowski,Dwight McNeil,Jack Cork,Ashley Westwood,Josh Brownhill,Matej Vydra,Chris Wood,Will Norris,Bailey Peacock-Farrell,Jimmy Dunne,Phil Bardsley,Erik Pieters,Jóhann Gudmundsson,Dale Stephens,Jay Rodriguez,Ashley Barnes,59238,Fulham,Burnley,0,2,4-2-3-1,4-4-2
Illan Meslier,Pascal Struijk,Luke Ayling,Ezgjan Alioski,Diego Llorente,Tyler Roberts,Stuart Dallas,Robin Koch,Mateusz Klich,Jack Harrison,Patrick Bamford,Kiko Casilla,Gaetano Berardi,Leif Davis,Jamie Shackleton,Kalvin Phillips,Pablo Hernández,Ian Poveda-Ocampo,Rodrigo,Raphinha,Hugo Lloris,Eric Dier,Toby Alderweireld,Serge Aurier,Sergio Reguilón,Son Heung-Min,Pierre-Emile Højbjerg,Dele Alli,Gareth Bale,Giovani Lo Celso,Harry Kane,Joe Hart,Matt Doherty,Davinson Sánchez,Erik Lamela,Tanguy Ndombele,Moussa Sissoko,Harry Winks,Steven Bergwijn,Lucas Moura,59239,Leeds United,Tottenham Hotspur,3,1,4-1-4-1,4-2-3-1
Kasper Schmeichel,Wesley Fofana,Timothy Castagne,Çaglar Söyüncü,Wilfred Ndidi,Youri Tielemans,Ricardo Pereira,Marc Albrighton,Kelechi Iheanacho,Jamie Vardy,James Maddison,Danny Ward,Luke Thomas,Daniel Amartey,Christian Fuchs,Dennis Praet,Nampalys Mendy,Cengiz Ünder,Hamza Choudhury,Ayoze Pérez,Martin Dúbravka,Federico Fernández,Matt Ritchie,Jacob Murphy,Emil Krafth,Paul Dummett,Jonjo Shelvey,Joseph Willock,Miguel Almirón,Allan Saint-Maximin,Callum Wilson,Mark Gillespie,Ciaran Clark,Javier Manquillo,Jamal Lewis,Sean Longstaff,Jeff Hendrick,Dwight Gayle,Andy Carroll,Joelinton,59240,Leicester City,Newcastle United,2,4,3-4-1-2,5-3-2
Alisson,Nathaniel Phillips,Andrew Robertson,Trent Alexander-Arnold,Rhys Williams,Fabinho,Thiago,Georginio Wijnaldum,Diogo Jota,Sadio Mané,Mohamed Salah,Adrián,Neco Williams,Konstantinos Tsimikas,Billy Koumetio,Xherdan Shaqiri,Curtis Jones,Alex Oxlade-Chamberlain,Ben Woodburn,Roberto Firmino,Fraser Forster,Jan Bednarek,Jack Stephens,Kyle Walker-Peters,Jannik Vestergaard,James Ward-Prowse,Nathan Redmond,Stuart Armstrong,Theo Walcott,Nathan Tella,Che Adams,Alex McCarthy,Mohammed Salisu,Kayne Ramsay,Alexandre Jankewitz,Ibrahima Diallo,Moussa Djenepo,Will Ferry,Michael Obafemi,Daniel N'Lundulu,59241,Liverpool,Southampton,2,0,4-3-3,4-4-2
Ederson,Nathan Aké,Aymeric Laporte,Rúben Dias,Rodri,Ferran Torres,João Cancelo,Raheem Sterling,Benjamin Mendy,Sergio Agüero,Gabriel Jesus,Zack Steffen,Kyle Walker,Oleksandr Zinchenko,Eric García,Phil Foden,Fernandinho,Bernardo Silva,Ilkay Gündogan,Riyad Mahrez,Édouard Mendy,Andreas Christensen,César Azpilicueta,Antonio Rüdiger,Billy Gilmour,Marcos Alonso,N'Golo Kanté,Reece James,Christian Pulisic,Hakim Ziyech,Timo Werner,Kepa Arrizabalaga,Kurt Zouma,Valentino Livramento,Emerson,Jorginho,Kai Havertz,Olivier Giroud,Callum Hudson-Odoi,Tammy Abraham,59242,Manchester City,Chelsea,1,2,3-1-4-2,3-4-2-1
Aaron Ramsdale,Kean Bryan,Chris Basham,John Egan,Sander Berge,Enda Stevens,George Baldock,John Fleck,Oliver Norwood,David McGoldrick,Oliver Burke,Wes Foderingham,Jack Robinson,Jayden Bogle,Max Lowe,Phil Jagielka,John Lundstram,Ben Osborn,Rhian Brewster,Daniel Jebbison,Vicente Guaita,Cheikhou Kouyaté,Joel Ward,Gary Cahill,Tyrick Mitchell,Jeffrey Schlupp,Luka Milivojevic,Eberechi Eze,Wilfried Zaha,Christian Benteke,Andros Townsend,Jack Butland,Scott Dann,Martin Kelly,Patrick van Aanholt,James McCarthy,Jairo Riedewald,Michy Batshuayi,Jordan Ayew,Jean-Philippe Mateta,59243,Sheffield United,Crystal Palace,0,2,3-5-2,4-3-3
Lukasz Fabianski,Craig Dawson,Aaron Cresswell,Issa Diop,Vladimir Coufal,Jesse Lingard,Pablo Fornals,Tomas Soucek,Manuel Lanzini,Saïd Benrahma,Michail Antonio,Darren Randolph,Fabián Balbuena,Ryan Fredericks,Angelo Ogbonna,Ben Johnson,Conor Coventry,Jarrod Bowen,Ademipo Odubeko,Andriy Yarmolenko,Jordan Pickford,Lucas Digne,Yerry Mina,Ben Godfrey,Michael Keane,Gylfi Sigurdsson,Allan,Tom Davies,Séamus Coleman,Richarlison,Dominic Calvert-Lewin,Robin Olsen,Niels Nkounkou,Mason Holgate,Abdoulaye Doucouré,André Gomes,Fabian Delph,Joshua King,Bernard,Alex Iwobi,59244,West Ham United,Everton,0,1,4-2-3-1,4-4-2
Rui Patrício,Maximilian Kilman,Ki-Jana Hoever,Conor Coady,Rayan Aït-Nouri,Vitinha,Morgan Gibbs-White,João Moutinho,Rúben Neves,Daniel Podence,Fábio Silva,John Ruddy,Nélson Semedo,Lewis Richards,Luke Cundle,Romain Saïss,Leander Dendoncker,Willian José,Adama Traoré,Theo Corbeanu,Robert Sánchez,Dan Burn,Benjamin White,Adam Webster,Lewis Dunk,Yves Bissouma,Leandro Trossard,Pascal Groß,Alireza Jahanbakhsh,Danny Welbeck,Neal Maupay,Jason Steele,Steven Alzate,Alexis Mac Allister,Davy Pröpper,Jakub Moder,Percy Tau,Aaron Connolly,Andi Zeqiri,José Izquierdo,59245,Wolverhampton Wanderers,Brighton and Hove Albion,2,1,4-2-3-1,4-4-1-1
Robert Sánchez,Benjamin White,Dan Burn,Adam Webster,Yves Bissouma,Steven Alzate,Pascal Groß,Jakub Moder,Danny Welbeck,Leandro Trossard,Alireza Jahanbakhsh,Jason Steele,Michal Karbownik,Moisés Caicedo,Alexis Mac Allister,Adam Lallana,Aaron Connolly,Percy Tau,Andi Zeqiri,Florin Andone,Lukasz Fabianski,Craig Dawson,Angelo Ogbonna,Aaron Cresswell,Vladimir Coufal,Pablo Fornals,Declan Rice,Jarrod Bowen,Jesse Lingard,Tomas Soucek,Michail Antonio,Darren Randolph,Fabián Balbuena,Issa Diop,Ryan Fredericks,Ben Johnson,Mark Noble,Saïd Benrahma,Andriy Yarmolenko,Ademipo Odubeko,59246,Brighton and Hove Albion,West Ham United,1,1,3-4-3,4-2-3-1
Bailey Peacock-Farrell,Matthew Lowton,Ben Mee,James Tarkowski,Charlie Taylor,Jack Cork,Josh Brownhill,Ashley Westwood,Dwight McNeil,Chris Wood,Matej Vydra,Will Norris,Jimmy Dunne,Richard Nartey,Erik Pieters,Lewis Richardson,Jóhann Gudmundsson,Ashley Barnes,Jay Rodriguez,Buffer,Illan Meslier,Diego Llorente,Pascal Struijk,Luke Ayling,Stuart Dallas,Mateusz Klich,Kalvin Phillips,Ezgjan Alioski,Patrick Bamford,Raphinha,Jack Harrison,Kiko Casilla,Liam Cooper,Gaetano Berardi,Leif Davis,Jack Jenkins,Jamie Shackleton,Tyler Roberts,Rodrigo,Ian Poveda-Ocampo,59247,Burnley,Leeds United,0,4,4-4-2,
Jordan Pickford,Lucas Digne,Mason Holgate,Ben Godfrey,Michael Keane,Richarlison,Séamus Coleman,James Rodríguez,Abdoulaye Doucouré,Allan,Dominic Calvert-Lewin,Robin Olsen,João Virgínia,Niels Nkounkou,Gylfi Sigurdsson,Tom Davies,André Gomes,Fabian Delph,Bernard,Alex Iwobi,Aaron Ramsdale,Jack Robinson,Chris Basham,John Egan,George Baldock,John Fleck,Enda Stevens,Oliver Norwood,Ben Osborn,Daniel Jebbison,David McGoldrick,Wes Foderingham,Max Lowe,Kyron Gordon,Phil Jagielka,Kean Bryan,Jayden Bogle,Zak Brunt,John Lundstram,Rhian Brewster,59248,Everton,Sheffield United,0,1,4-2-3-1,3-4-3
David de Gea,Axel Tuanzebe,Eric Bailly,Brandon Williams,Alex Telles,Juan Mata,Amad Diallo,Anthony Elanga,Nemanja Matic,Donny van de Beek,Mason Greenwood,Dean Henderson,Luke Shaw,Victor Lindelöf,Aaron Wan-Bissaka,Scott McTominay,Paul Pogba,Bruno Fernandes,Marcus Rashford,Edinson Cavani,Kasper Schmeichel,Wesley Fofana,Çaglar Söyüncü,Timothy Castagne,Luke Thomas,Wilfred Ndidi,Marc Albrighton,Ayoze Pérez,Youri Tielemans,Jamie Vardy,Kelechi Iheanacho,Danny Ward,Christian Fuchs,Daniel Amartey,Ricardo Pereira,Hamza Choudhury,Dennis Praet,Tawanda Maswanhise,Nampalys Mendy,James Maddison,59249,Manchester United,Leicester City,1,2,4-2-3-1,4-4-2
Sam Johnstone,Kyle Bartley,Conor Townsend,Darnell Furlong,Semi Ajayi,Okay Yokuslu,Grady Diangana,Conor Gallagher,Matt Phillips,Matheus Pereira,Hal Robson-Kanu,David Button,Lee Peltier,Dara O'Shea,Ainsley Maitland-Niles,Jake Livermore,Taylor Gardner-Hickman,Callum Robinson,Karlan Grant,Mbaye Diagne,Alisson,Andrew Robertson,Nathaniel Phillips,Trent Alexander-Arnold,Rhys Williams,Curtis Jones,Fabinho,Thiago,Sadio Mané,Roberto Firmino,Mohamed Salah,Adrián,Konstantinos Tsimikas,Neco Williams,Billy Koumetio,Georginio Wijnaldum,Leighton Clarkson,Ben Woodburn,Xherdan Shaqiri,Divock Origi,59250,West Bromwich Albion,Liverpool,1,2,4-4-1-1,4-3-3
Kepa Arrizabalaga,César Azpilicueta,Thiago Silva,Kurt Zouma,Reece James,Ben Chilwell,Jorginho,Billy Gilmour,Kai Havertz,Christian Pulisic,Mason Mount,Édouard Mendy,Marcos Alonso,Valentino Livramento,Emerson,Hakim Ziyech,Faustino Anjorin,Timo Werner,Callum Hudson-Odoi,Olivier Giroud,Bernd Leno,Rob Holding,Pablo Marí,Gabriel Magalhães,Mohamed Elneny,Kieran Tierney,Bukayo Saka,Thomas Partey,Martin Ødegaard,Emile Smith Rowe,Pierre-Emerick Aubameyang,Mat Ryan,Calum Chambers,Cédric Soares,Héctor Bellerín,Dani Ceballos,Alexandre Lacazette,Willian,Gabriel Martinelli,Nicolas Pépé,59251,Chelsea,Arsenal,0,1,3-4-2-1,3-4-2-1
Jack Butland,Gary Cahill,Cheikhou Kouyaté,Joel Ward,Tyrick Mitchell,Eberechi Eze,Jeffrey Schlupp,James McCarthy,Christian Benteke,Andros Townsend,Wilfried Zaha,Wayne Hennessey,Vicente Guaita,Martin Kelly,Scott Dann,James Tomkins,Jairo Riedewald,Jordan Ayew,Jean-Philippe Mateta,Michy Batshuayi,Emiliano Martínez,Ahmed El Mohamady,Kortney Hause,Ezri Konsa,Matt Targett,John McGinn,Jacob Ramsey,Douglas Luiz,Ollie Watkins,Bertrand Traoré,Anwar El Ghazi,Jed Steer,Neil Taylor,Björn Engels,Marvelous Nakamba,Carney Chukwuemeka,Jack Grealish,Ross Barkley,Keinan Davis,Wesley,59252,Crystal Palace,Aston Villa,3,2,4-3-3,4-3-3
Martin Dúbravka,Jacob Murphy,Emil Krafth,Paul Dummett,Matt Ritchie,Federico Fernández,Joseph Willock,Jonjo Shelvey,Miguel Almirón,Allan Saint-Maximin,Joelinton,Mark Gillespie,Javier Manquillo,Jamal Lewis,Ciaran Clark,Matthew Longstaff,Jeff Hendrick,Sean Longstaff,Andy Carroll,Dwight Gayle,Scott Carson,Kyle Walker,Eric García,João Cancelo,Nathan Aké,Bernardo Silva,Ilkay Gündogan,Rodri,Raheem Sterling,Gabriel Jesus,Ferran Torres,Zack Steffen,John Stones,Benjamin Mendy,Rúben Dias,Aymeric Laporte,Cole Palmer,Fernandinho,Phil Foden,Riyad Mahrez,59253,Newcastle United,Manchester City,3,4,5-3-2,4-3-3
Alex McCarthy,Kyle Walker-Peters,Jannik Vestergaard,Jack Stephens,Mohammed Salisu,Stuart Armstrong,James Ward-Prowse,Takumi Minamino,Nathan Redmond,Che Adams,Danny Ings,Fraser Forster,Kayne Ramsay,Nathan Tella,Ibrahima Diallo,Moussa Djenepo,Will Ferry,Michael Obafemi,Theo Walcott,Daniel N'Lundulu,Alphonse Areola,Tosin Adarabioyo,Joachim Andersen,Kenny Tete,Ola Aina,Harrison Reed,Bobby De Cordova-Reid,Fabio Carvalho,Josh Onomah,Ivan Cavaleiro,André-Frank Zambo Anguissa,Marek Rodák,Tim Ream,Michael Hector,Denis Odoi,Joe Bryan,Ruben Loftus-Cheek,Ademola Lookman,Aleksandar Mitrovic,Josh Maja,59254,Southampton,Fulham,3,1,4-4-2,3-4-2-1
Hugo Lloris,Japhet Tanganga,Toby Alderweireld,Sergio Reguilón,Eric Dier,Son Heung-Min,Giovani Lo Celso,Dele Alli,Pierre-Emile Højbjerg,Gareth Bale,Harry Kane,Joe Hart,Davinson Sánchez,Matt Doherty,Moussa Sissoko,Erik Lamela,Harry Winks,Tanguy Ndombele,Steven Bergwijn,Lucas Moura,Rui Patrício,Nélson Semedo,Conor Coady,Romain Saïss,Ki-Jana Hoever,João Moutinho,Leander Dendoncker,Adama Traoré,Morgan Gibbs-White,Vitinha,Fábio Silva,John Ruddy,Maximilian Kilman,Rayan Aït-Nouri,Willy Boly,Marçal,Luke Cundle,Rúben Neves,Theo Corbeanu,Willian José,59255,Tottenham Hotspur,Wolverhampton Wanderers,2,0,4-2-3-1,4-2-3-1
Robert Sánchez,Dan Burn,Adam Webster,Benjamin White,Jakub Moder,Alireza Jahanbakhsh,Pascal Groß,Steven Alzate,Yves Bissouma,Alexis Mac Allister,Danny Welbeck,Jason Steele,Christian Walton,Michal Karbownik,Adam Lallana,Moisés Caicedo,Percy Tau,Leandro Trossard,Andi Zeqiri,Aaron Connolly,Ederson,Oleksandr Zinchenko,Rúben Dias,João Cancelo,John Stones,Rodri,Ilkay Gündogan,Bernardo Silva,Phil Foden,Ferran Torres,Riyad Mahrez,Zack Steffen,Nathan Aké,Aymeric Laporte,Eric García,Benjamin Mendy,Fernandinho,Kevin De Bruyne,Cole Palmer,Gabriel Jesus,59256,Brighton and Hove Albion,Manchester City,3,2,3-5-2,4-3-3
Will Norris,Charlie Taylor,James Tarkowski,Matthew Lowton,Ben Mee,Dwight McNeil,Jack Cork,Ashley Westwood,Jóhann Gudmundsson,Chris Wood,Josh Brownhill,Bailey Peacock-Farrell,Erik Pieters,Richard Nartey,Anthony Driscoll-Glennon,Jimmy Dunne,Lewis Richardson,Jay Rodriguez,Ashley Barnes,Matej Vydra,Alisson,Andrew Robertson,Nathaniel Phillips,Trent Alexander-Arnold,Rhys Williams,Fabinho,Thiago,Georginio Wijnaldum,Sadio Mané,Roberto Firmino,Mohamed Salah,Adrián,Konstantinos Tsimikas,Neco Williams,Billy Koumetio,James Milner,Curtis Jones,Alex Oxlade-Chamberlain,Xherdan Shaqiri,Divock Origi,59257,Burnley,Liverpool,0,3,4-4-1-1,4-3-3
Édouard Mendy,Thiago Silva,Antonio Rüdiger,Reece James,Ben Chilwell,César Azpilicueta,Jorginho,N'Golo Kanté,Mason Mount,Timo Werner,Christian Pulisic,Kepa Arrizabalaga,Marcos Alonso,Emerson,Kurt Zouma,Hakim Ziyech,Mateo Kovacic,Tammy Abraham,Olivier Giroud,Callum Hudson-Odoi,Kasper Schmeichel,Wesley Fofana,Timothy Castagne,Çaglar Söyüncü,Marc Albrighton,Youri Tielemans,Luke Thomas,Wilfred Ndidi,Ayoze Pérez,Jamie Vardy,James Maddison,Danny Ward,Daniel Amartey,Wes Morgan,Ricardo Pereira,Christian Fuchs,Dennis Praet,Nampalys Mendy,Hamza Choudhury,Kelechi Iheanacho,59258,Chelsea,Leicester City,2,1,3-4-2-1,3-4-2-1
Vicente Guaita,Tyrick Mitchell,James Tomkins,Gary Cahill,Joel Ward,Jeffrey Schlupp,James McCarthy,Cheikhou Kouyaté,Christian Benteke,Andros Townsend,Wilfried Zaha,Jack Butland,Martin Kelly,Nathaniel Clyne,Patrick van Aanholt,Jairo Riedewald,Jesurun Rak-Sakyi,Jean-Philippe Mateta,Michy Batshuayi,Jordan Ayew,Bernd Leno,Kieran Tierney,Rob Holding,Gabriel Magalhães,Calum Chambers,Thomas Partey,Bukayo Saka,Mohamed Elneny,Emile Smith Rowe,Nicolas Pépé,Pierre-Emerick Aubameyang,Mat Ryan,Cédric Soares,Pablo Marí,Martin Ødegaard,Dani Ceballos,Granit Xhaka,Willian,Alexandre Lacazette,Gabriel Martinelli,59259,Crystal Palace,Arsenal,1,3,4-3-3,4-2-3-1
Jordan Pickford,Ben Godfrey,Michael Keane,Lucas Digne,Yerry Mina,Abdoulaye Doucouré,Séamus Coleman,Allan,Gylfi Sigurdsson,Dominic Calvert-Lewin,Richarlison,Robin Olsen,Mason Holgate,Niels Nkounkou,Tom Davies,Fabian Delph,André Gomes,Alex Iwobi,Joshua King,Bernard,John Ruddy,Willy Boly,Maximilian Kilman,Conor Coady,João Moutinho,Rayan Aït-Nouri,Rúben Neves,Nélson Semedo,Morgan Gibbs-White,Fábio Silva,Adama Traoré,Rui Patrício,Andreas Söndergaard,Ki-Jana Hoever,Marçal,Leander Dendoncker,Romain Saïss,Vitinha,Willian José,Buffer,59260,Everton,Wolverhampton Wanderers,1,0,4-4-2,3-4-1-2
